Año	Mes	Nro. Edicto	Proceso	Expediente	Sentencia	Fecha Radicación	Fecha Decisión	Fijación Edicto	Acumulada
2019	Enero	3	D	11771	C-030/18	13/10/2016	02/05/2018	17/01/2019	
2019	Enero	4	D	12030	C-119/18	23/03/2017	14/11/2018	17/01/2019	
2019	Enero	5	D	12713	C-132/18	15/05/2018	28/11/2018	17/01/2019	
2019	Enero	6	RDL	31	C-013/18	30/05/2017	14/03/2018	18/01/2019	
2019	Enero	7	D	12269	C-127/18	27/07/2017	21/11/2018	18/01/2019	
2019	Enero	8	D	11948	C-135/18	01/02/2017	28/11/2018	21/01/2019	
2019	Enero	8	D	11966	C-135/18	13/02/2017	28/11/2018	21/01/2019	17/02/2017
2019	Enero	9	D	11640	C-121/18	23/08/2016	14/11/2018	23/01/2019	
2019	Enero	10	D	12201	C-126/18	13/06/2017	21/11/2018	23/01/2019	
2019	Enero	11	D	12248	C-136/18	12/07/2017	28/11/2018	23/01/2019	
2019	Enero	12	D	12665	C-110/18	13/04/2018	07/11/2018	25/01/2019	
2019	Febrero	13	D	12530	C-083/18	11/12/2017	29/08/2018	04/02/2019	
2019	Febrero	14	D	12704	C-147/18	09/05/2018	12/12/2018	04/02/2019	
2019	Febrero	15	D	12080	C-034/19	18/04/2017	30/01/2019	07/02/2019	
2019	Febrero	16	D	12747	C-035/19	12/06/2018	30/01/2019	07/02/2019	
2019	Febrero	17	D	12448	C-036/19	09/11/2017	30/01/2019	08/02/2019	
2019	Febrero	18	D	12285	C-032/19	14/08/2017	30/01/2019	08/02/2019	
2019	Febrero	19	D	12208	C-149/18	16/06/2017	13/12/2018	12/02/2019	
2019	Febrero	20	D	12337	C-031/19	18/09/2017	30/01/2019	15/02/2019	
2019	Febrero	21	D	12418	C-056/19	25/10/2017	13/02/2019	15/02/2019	
2019	Febrero	22	LAT	451	C-057/19	15/06/2018	13/02/2019	19/02/2019	
2019	Febrero	23	D	11977	C-018/19	16/02/2017	23/01/2019	22/02/2019	
2019	Febrero	24	D	12735	C-052/19	31/05/2018	13/02/2019	22/02/2019	
2019	Marzo	25	D	12326	C-052/19	08/09/2017	13/02/2019	01/03/2019	
2019	Marzo	26	D	11830	C-106/18	27/10/2016	31/10/2018	01/03/2019	
2019	Marzo	27	D	12005	C-109/18	06/03/2017	07/11/2018	04/03/2019	
2019	Marzo	28	D	12324	C-053/19	06/09/2017	13/02/2019	04/03/2019	
2019	Marzo	28	D	12328	C-053/19	08/09/2017	13/02/2019	04/03/2019	20/09/2017
2019	Marzo	29	D	12155	C-055/19	16/05/2017	13/02/2019	04/03/2019	
2019	Marzo	30	D	12903	C-070/19	17/09/2018	20/02/2019	05/03/2019	
2019	Marzo	31	D	12355	C-046A/19	04/10/2017	06/02/2019	06/03/2019	
2019	Marzo	32	D	12745	C-028/19	12/06/2018	30/01/2019	06/03/2019	
2019	Marzo	33	OG	152	C-082/19	05/06/2017	27/02/2019	08/03/2019	
2019	Marzo	34	LAT	443	C-099/19	25/01/2017	06/03/2019	11/03/2019	
2019	Marzo	35	D	12005	C-109/18	06/03/2017	07/11/2018	13/03/2019	
2019	Marzo	36	D	12349	C-030/19	28/09/2017	30/01/2019	13/03/2019	
2019	Marzo	37	D	12537	C-084/19	14/12/2017	27/02/2019	15/03/2019	
2019	Marzo	37	D	12547	C-084/19	18/12/2017	27/02/2019	15/03/2019	26/01/2018
2019	Marzo	38	D	12017	C-102/18	13/03/2017	24/10/2018	26/03/2019	
2019	Marzo	39	D	12118	C-146/18	21/04/2017	12/12/2018	28/03/2019	
2019	Marzo	40	D	12902	C-128/19	17/09/2018	21/03/2019	28/03/2019	
2019	Marzo	41	D	12042	C-083/19	04/04/2017	27/02/2019	29/03/2019	
2019	Marzo	42	D	12245	C-098/19	11/07/2017	06/03/2019	29/03/2019	
2019	Marzo	43	D	12659	C-100/19	12/04/2018	06/03/2019	29/03/2019	
2019	Marzo	44	D	12479	C-095/19	15/11/2017	06/03/2019	29/03/2019	
2019	Abril	45	D	12759	C-029/19	18/06/2018	30/01/2019	01/04/2019	
2019	Abril	46	D	12311	C-096/19	30/08/2017	06/03/2019	01/04/2019	
2019	Abril	47	D	12604	C-111/19	20/02/2018	13/03/2019	01/04/2019	
2019	Abril	47	D	12605	C-111/19	20/02/2018	13/03/2019	01/04/2019	23/02/2018
2019	Abril	48	OG	158	C-110/19	26/04/2018	13/03/2019	01/04/2019	
2019	Abril	49	D	12272	C-134/19	01/08/2017	27/03/2019	05/04/2019	
2019	Abril	50	D	11599	C-135/19	29/07/2016	27/03/2019	05/04/2019	
2019	Abril	51	D	12340	C-085/19	18/09/2017	27/02/2019	09/04/2019	
2019	Abril	52	D	12849	C-138/19	03/08/2018	28/03/2019	25/04/2019	
2019	Abril	53	D	12841	C-112/19	31/07/2018	13/03/2019	25/04/2019	
2019	Abril	53	D	12844	C-112/19	31/07/2018	13/03/2019	25/04/2019	03/08/2018
2019	Mayo	54	D	12893	C-173/19	11/09/2018	25/04/2019	06/05/2019	
2019	Mayo	55	OG	156	C-162/19	01/02/2018	10/04/2019	08/05/2019	
2019	Mayo	56	D	12881	C-164/19	31/08/2018	10/04/2019	09/05/2019	
2019	Mayo	57	D	12039	C-033/19	03/04/2017	30/01/2019	09/05/2019	
2019	Mayo	58	D	12556	C-163/19	19/01/2018	10/04/2019	10/05/2019	
2019	Mayo	59	D	12689	C-069/19	26/04/2018	20/02/2019	14/05/2019	
2019	Mayo	60	D	12911	C-191/19	20/09/2018	09/05/2019	16/05/2019	
2019	Mayo	61	D	12875	C-190/19	28/08/2018	09/05/2019	17/05/2019	
2019	Mayo	62	D	12638	C-187/19	23/03/2018	08/05/2019	20/05/2019	
2019	Mayo	63	D	11443	C-133/19	13/05/2016	27/03/2019	22/05/2019	
2019	Mayo	63	D	11467	C-133/19	24/05/2016	27/03/2019	22/05/2019	27/05/2016
2019	Mayo	64	D	12251	C-202/19	17/07/2017	15/05/2019	23/05/2019	
2019	Mayo	65	D	12897	C-220/19	13/09/2018	22/05/2019	24/05/2019	
2019	Mayo	66	D	12153	C-088/19	16/05/2017	27/02/2019	29/05/2019	
2019	Mayo	67	D	12955	C-203/19	16/10/2018	15/05/2019	31/05/2019	
2019	Mayo	68	D	12336	C-221/19	15/09/2017	22/05/2019	31/05/2019	
2019	Mayo	69	D	12596	C-222/19	14/02/2018	22/05/2019	31/05/2019	
2019	Junio	70	D	12536	C-165/19	13/12/2017	10/04/2019	06/06/2019	
2019	Junio	71	D	12446	C-188/19	08/11/2017	08/05/2019	06/06/2019	
2019	Junio	72	D	11896	C-246/19	13/12/2016	05/06/2019	10/06/2019	
2019	Junio	73	D	12877	C-207/19	30/08/2018	16/05/2019	12/06/2019	
2019	Junio	74	D	12861	C-137/19	15/08/2018	28/03/2019	12/06/2019	
2019	Junio	75	D	12322	C-189/19	05/09/2017	09/05/2019	12/06/2019	
2019	Junio	76	D	11973	C-204/19	15/02/2017	15/05/2019	12/06/2019	
2019	Junio	77	D	12805	C-086/19	16/07/2018	27/02/2019	13/06/2019	
2019	Junio	78	D	11189	C-467/16	15/12/2015	31/08/2016	14/06/2019	
2019	Junio	79	D	12790	C-266/19	06/07/2018	12/06/2019	14/06/2019	
2019	Junio	80	D	11932	C-234/19	25/01/2017	29/05/2019	17/06/2019	
2019	Junio	81	D	11911	C-247/19	13/01/2017	05/06/2019	18/06/2019	
2019	Junio	82	D	12970	C-250/19	17/10/2018	05/06/2019	19/06/2019	
2019	Junio	83	D	12408	C-200/19	13/10/2017	15/05/2019	19/06/2019	
2019	Junio	84	D	12765	C-269/19	22/06/2018	12/06/2019	21/06/2019	
2019	Junio	85	LAT	450	C-275/19	16/05/2018	19/06/2019	21/06/2019	
2019	Junio	86	D	12595	C-265/19	14/02/2018	12/06/2019	21/06/2019	
2019	Junio	87	D	12699	C-278/19	03/05/2018	19/06/2019	21/06/2019	
2019	Junio	88	D	11768	C-245/19	12/10/2016	05/06/2019	27/06/2019	
2019	Junio	89	D	12503	C-277/19	28/11/2017	19/06/2019	28/06/2019	
2019	Junio	90	LAT	445	C-252/19	17/07/2017	06/06/2019	28/06/2019	
2019	Junio	91	D	12656	C-276/19	11/04/2018	19/06/2019	28/06/2019	
2019	Julio	92	D	12173	C-235/19	26/05/2017	29/05/2019	02/07/2019	
2019	Julio	93	D	12883	C-248/19	03/09/2018	05/06/2019	02/07/2019	
2019	Julio	94	D	12922	C-249/19	28/09/2018	05/06/2019	02/07/2019	
2019	Julio	95	D	12529	C-270/19	11/12/2017	12/06/2019	02/07/2019	
2019	Julio	96	LAT	455	C-224/19	30/07/2018	22/05/2019	03/07/2019	
2019	Julio	97	RDL	5	C-289/19	15/02/2017	04/05/2017	10/07/2019	
2019	Julio	98	D	12922	C-249/19	28/09/2018	05/06/2019	12/07/2019	
2019	Julio	99	D	12593	C-292/19	13/02/2018	26/06/2019	12/07/2019	
2019	Julio	100	D	12690	C-253/19	26/04/2018	06/06/2019	12/07/2019	
2019	Julio	101	D	12760	C-283/19	19/06/2018	20/06/2019	12/07/2019	
2019	Julio	102	D	12634	C-290/19	20/03/2018	26/06/2019	15/07/2019	
2019	Julio	103	D	12890	C-185/19	06/09/2018	08/05/2019	18/07/2019	
2019	Julio	104	D	12987	C-289/19	01/11/2018	26/06/2019	18/07/2019	
2019	Julio	105	D	12566	C-183/19	30/01/2018	08/05/2019	19/07/2019	
2019	Julio	106	D	12658	C-251/19	12/04/2018	05/06/2019	19/07/2019	
2019	Julio	107	LAT	446	C-254/19	17/07/2017	06/06/2019	19/07/2019	
2019	Julio	108	OG	164	C-295/19	18/10/2018	27/06/2019	19/07/2019	
2019	Julio	109	D	12674	C-296/19	13/04/2018	27/06/2019	19/07/2019	
2019	Julio	110	D	12753	C-306/19	13/06/2018	10/07/2019	19/07/2019	
2019	Julio	111	D	11874	C-166/19	22/11/2016	10/04/2019	22/07/2019	
2019	Julio	112	D	12552	C-223/19	12/01/2018	22/05/2019	22/07/2019	
2019	Julio	113	D	12493	C-305/19	23/11/2017	10/07/2019	22/07/2019	
2019	Julio	114	D	11832	C-308/19	28/10/2016	11/07/2019	24/07/2019	
2019	Julio	114	D	11835	C-308/19	28/10/2016	11/07/2019	24/07/2019	15/11/2016
2019	Julio	114	D	11839	C-308/19	01/11/2016	11/07/2019	24/07/2019	15/11/2016
2019	Julio	115	D	12971	C-307/19	17/10/2018	11/07/2019	26/07/2019	
2019	Julio	116	LAT	449	C-186/19	12/01/2018	08/05/2019	30/07/2019	
2019	Agosto	117	D	12905	C-263/19	17/09/2018	12/06/2019	01/08/2019	
2019	Agosto	118	D	13003	C-329/19	08/11/2018	24/07/2019	01/08/2019	
2019	Agosto	119	D	12626	C-087/19	09/03/2018	27/02/2019	06/08/2019	
2019	Agosto	120	D	12703	C-017/19	09/05/2018	23/01/2019	08/08/2019	
2019	Agosto	121	D	12858	C-345/19	10/08/2018	31/07/2019	09/08/2019	
2019	Agosto	122	D	12904	C-358/19	17/09/2018	06/08/2019	09/08/2019	
2019	Agosto	123	D	12320	C-346/19	05/09/2017	31/07/2019	15/08/2019	
2019	Agosto	124	D	12231	C-045/19	05/07/2017	06/02/2019	21/08/2019	
2019	Agosto	125	D	13047	C-369/19	14/12/2018	14/08/2019	21/08/2019	
2019	Agosto	126	D	13055	C-378/19	11/01/2018	20/08/2019	22/08/2019	
2019	Agosto	127	D	12928	C-328/19	04/10/2018	24/07/2019	23/08/2019	
2019	Agosto	128	D	12802	C-356	16/07/2018	06/08/2019	23/08/2019	
2019	Agosto	129	D	12671	C-372/19	13/04/2018	14/08/2019	30/08/2019	
2019	Agosto	130	D	12920	C-201/19	26/09/2018	15/05/2019	30/08/2019	
2019	Septiembre	131	LAT	454	C-381/19	30/07/2018	21/08/2019	02/09/2019	
2019	Septiembre	132	D	13062	C-368/19	16/01/2019	14/08/2019	03/09/2019	
2019	Septiembre	133	D	12372	C-370/19	04/10/2017	14/08/2019	04/09/2019	
2019	Septiembre	134	D	11933	C-303/19	25/01/2017	10/07/2019	04/09/2019	
2019	Septiembre	135	D	13013	C-330/19	14/11/2018	24/07/2019	04/09/2019	
2019	Septiembre	136	D	12313	C-393/19	30/08/2017	28/08/2019	06/09/2019	
2019	Septiembre	137	D	13076	C-408/19	21/01/2019	03/09/2019	06/09/2019	
2019	Septiembre	138	D	13101	C-392/19	08/02/2019	28/08/2019	09/09/2019	
2019	Septiembre	139	D	11780	C-396/19	14/10/2016	28/08/2019	09/09/2019	
2019	Septiembre	140	D	12202	C-382/19	13/06/2017	21/08/2019	09/09/2019	
2019	Septiembre	141	D	12397	C-383/19	06/10/2017	21/08/2019	09/09/2019	
2019	Septiembre	142	D	12594	C-394/19	14/02/2018	28/08/2019	10/09/2019	
2019	Septiembre	143	OG	163	C-380/19	18/10/2018	21/08/2019	12/09/2019	
2019	Septiembre	144	D	12811	C-304/19	18/07/2018	10/07/2019	20/09/2019	
2019	Septiembre	145	D	13123	C-416/19	22/02/2019	10/09/2019	25/09/2019	
2019	Septiembre	146	LAT	452	C-347/19	15/06/2018	31/07/2019	30/09/2019	
2019	Octubre	147	D	12533	C-294/19	12/12/2017	26/06/2019	02/10/2019	
2019	Octubre	148	D	13073	C-428/19	21/01/2019	17/09/2019	02/10/2019	
2019	Octubre	149	D	12866	C-429/19	22/08/2018	17/09/2019	02/10/2019	
2019	Octubre	150	D	13099	C-395/19	08/02/2019	28/08/2019	02/10/2019	
2019	Octubre	151	D	12856	C-371/19	10/08/2018	14/08/2019	04/10/2019	
2019	Octubre	152	D	12507	C-441/19	29/11/2017	25/09/2019	04/10/2019	
2019	Octubre	153	D	13023	C-331/19	23/11/2018	24/07/2019	07/10/2019	
2019	Octubre	154	D	12516	C-391/19	04/12/2017	28/08/2019	07/10/2019	
2019	Octubre	155	D	12383	C-139/18	04/10/2017	05/12/2018	07/10/2019	
2019	Octubre	156	D	11670	C-281/17	08/09/2016	03/05/2017	07/10/2019	
2019	Octubre	157	D	13119	C-438/19	21/02/2019	25/09/2019	09/10/2019	
2019	Octubre	158	LAT	453	C-440/19	30/07/2018	25/09/2019	09/10/2019	
2019	Octubre	159	D	13125	C-439/19	22/02/2019	25/09/2019	11/10/2019	
2019	Octubre	160	D	12997	C-348/19	07/11/2018	31/07/2019	15/10/2019	
2019	Octubre	161	D	12613	C-442/19	26/02/2018	25/09/2019	16/10/2019	
2019	Octubre	162	D	13136	C-437/19	27/02/2019	25/09/2019	22/10/2019	
2019	Octubre	163	OG	157	C-490/19	01/02/2018	22/10/2019	24/10/2019	
2019	Octubre	164	D	13024	C-357/19	26/11/2018	06/08/2019	25/10/2019	
2019	Octubre	165	D	12411	C-512/19	18/10/2017	29/10/2019	31/10/2019	
2019	Noviembre	166	LAT	457	C-492/19	16/01/2019	22/10/2019	06/11/2019	
2019	Noviembre	167	D	13152	C-483/19	11/03/2019	16/10/2019	07/11/2019	
2019	Noviembre	168	D	13072	C-488/19	21/01/2019	22/10/2019	07/11/2019	
2019	Noviembre	169	D	13094	C-493/19	06/02/2019	22/10/2019	07/11/2019	
2019	Noviembre	170	D	13166	C-510/19	19/03/2019	29/10/2019	07/11/2019	
2019	Noviembre	171	LAT	456	C-491/19	10/10/2018	22/10/2019	07/11/2019	
2019	Noviembre	172	LAT	448	C-494/19	12/01/2018	22/10/2019	07/11/2019	
2019	Noviembre	173	D	13121	C-495/19	21/02/2019	22/10/2019	07/11/2019	
2019	Noviembre	174	D	12515	C-515/19	04/12/2017	30/10/2019	13/11/2019	
2019	Noviembre	175	D	12821	C-264/19	25/07/2018	12/06/2019	14/11/2019	
2019	Noviembre	176	D	12933	C-291/19	05/10/2018	26/06/2019	18/11/2019	
2019	Noviembre	177	D	13207	C-481/19	22/04/2019	16/10/2019	20/11/2019	
2019	Noviembre	178	D	13177	C-540/19	28/03/2019	13/11/2019	20/11/2019	
2019	Noviembre	179	D	13122	C-514/19	21/02/2019	30/10/2019	21/11/2019	
2019	Noviembre	180	D	13106	C-520/19	13/02/2019	05/11/2019	21/11/2019	
2019	Noviembre	181	D	13202	C-537/19	12/04/2019	13/11/2019	21/11/2019	
2019	Noviembre	182	D	13124	C-521/19	22/02/2019	05/11/2019	27/11/2019	
2019	Diciembre	183	D	12344	C-535/19	25/09/2017	13/11/2019	03/12/2019	
2019	Diciembre	183	D	12393	C-535/19	05/10/2017	13/11/2019	03/12/2019	10/10/2017
2019	Diciembre	184	D	13175	C-550/19	27/03/2019	19/11/2019	04/12/2019	
2019	Diciembre	185	D	13227	C-552/19	03/05/2019	19/11/2019	04/12/2019	
2019	Diciembre	186	D	13205	C-534/19	22/04/2019	13/11/2019	04/12/2019	
2019	Diciembre	187	D	13198	C-538/19	11/04/2019	13/11/2019	06/12/2019	
2019	Diciembre	188	D	12404	C-544/19	10/10/2017	14/11/2019	06/12/2019	
2019	Diciembre	189	D	13262	C-568/19	21/05/2019	27/11/2019	09/12/2019	
2019	Diciembre	190	D	13216	C-539/19	25/04/2019	13/11/2019	09/12/2019	
2019	Diciembre	191	D	13167	C-559/19	20/03/2019	20/11/2019	12/12/2019	
2019	Diciembre	191	D	13169	C-559/19	26/03/2019	20/11/2019	12/12/2019	05/04/2019
2019	Diciembre	192	D	11988	C-606/19	22/02/2017	11/12/2019	13/12/2019	
2019	Diciembre	193	D	13210	C-570/19	23/04/2019	27/11/2019	13/12/2019	
2019	Diciembre	194	D	13012	C-513/19	14/11/2018	29/10/2019	16/12/2019	
2020	Enero	1	D	13201	C-551/19	12/04/2019	19/11/2019	17/01/2020	
2020	Enero	2	D	13174	C-557/19	27/03/2019	20/11/2019	23/01/2020	
2020	Enero	3	D	13199	C-560/19	11/04/2019	20/11/2019	24/01/2020	
2020	Enero	4	D	12960	C-233/19	16/10/2018	29/05/2019	29/01/2020	
2020	Enero	5	D	13233	C-553/19	03/05/2019	19/11/2019	29/01/2020	
2020	Enero	6	D	12738	C-232/19	05/06/2018	29/05/2019	29/01/2020	
2020	Enero	7	D	13171	C-482/19	26/03/2019	16/10/2019	29/01/2020	
2020	Enero	7	D	13179	C-482/19	02/04/2019	16/10/2019	29/01/2020	05/04/2019
2020	Enero	8	D	12981	C-443/19	26/10/2018	25/09/2019	31/01/2020	
2020	Enero	9	D	13260	C-593/19	20/05/2019	05/12/2019	31/01/2020	
2020	Enero	10	D	13178	C-569/19	01/04/2019	27/11/2019	31/01/2020	
2020	Febrero	11	D	12489	C-293/19	22/11/2017	26/06/2019	06/02/2020	
2020	Febrero	12	D	13200	C-590/19	11/04/2019	05/12/2019	07/02/2020	
2020	Febrero	13	D	13126	C-496/19	22/02/2019	22/10/2019	13/02/2020	
2020	Febrero	14	D	12901	C-225/19	14/09/2018	23/05/2019	13/02/2020	
2020	Febrero	15	D	13323	C-025/20	11/06/2019	29/01/2020	18/02/2020	14/06/2019
2020	Febrero	16	D	13270	C-024/20	28/05/2019	29/01/2020	18/02/2020	
2020	Febrero	17	D	13284	C-026/20	04/06/2019	29/01/2020	18/02/2020	14/06/2019
2020	Febrero	17	D	13285	C-026/20	05/06/2019	29/01/2020	18/02/2020	14/06/2019
2020	Febrero	17	D	13286	C-026/20	05/06/2019	29/01/2020	18/02/2020	14/06/2019
2020	Febrero	18	D	12429	C-027/20	01/11/2017	29/01/2020	18/02/2020	
2020	Febrero	19	D	13342	C-029/20	12/06/2019	29/01/2020	19/02/2020	
2020	Febrero	20	D	13170	C-588/19	26/03/2019	05/12/2019	19/02/2020	
2020	Febrero	21	D	12304	C-127/19	24/08/2017	20/03/2019	21/02/2020	
2020	Febrero	22	D	13002	C-326/19	08/11/2018	24/07/2019	21/02/2020	
2020	Febrero	23	D	13235	C-015/20	06/05/2019	22/01/2020	21/02/2020	
2020	Febrero	24	D	13267	C-021/20	27/05/2019	29/01/2020	21/02/2020	
2020	Febrero	25	D	13348	C-048/20	14/06/2019	12/02/2020	24/02/2020	
2020	Febrero	26	D	13224	C-603/19	30/04/2019	11/12/2019	25/02/2020	
2020	Febrero	27	D	13032	C-472/19	03/12/2018	09/10/2019	26/02/2020	
2020	Febrero	28	D	13314	C-051/20	11/06/2019	12/02/2020	26/02/2020	
2020	Febrero	29	D	13401	C-050/20	16/07/2019	12/02/2020	27/02/2020	
2020	Febrero	30	D	13382	C-046/20	08/07/2019	12/02/2020	28/02/2020	
2020	Febrero	31	D	12345	C-219/19	25/09/2017	22/05/2019	28/02/2020	
2020	Febrero	32	D	13345	C-047/20	12/06/2019	12/02/2020	28/02/2020	
2020	Marzo	33	D	13343	C-068/20	12/06/2019	19/02/2020	02/03/2020	
2020	Marzo	34	D	13409	C-071/20	22/07/2019	19/02/2020	02/03/2020	
2020	Marzo	35	D	12444	C-097/19	08/11/2017	06/03/2019	02/03/2020	
2020	Marzo	36	D	11907	C-571/19	11/01/2017	27/11/2019	02/03/2020	
2020	Marzo	37	D	13273	C-072/20	28/05/2019	19/02/2020	03/03/2020	
2020	Marzo	38	D	13063	C-473/19	16/01/2019	09/10/2019	04/03/2020	
2020	Marzo	39	D	13050	C-480/19	18/12/2018	15/10/2019	04/03/2020	
2020	Marzo	40	D	13163	C-536/19	18/03/2019	13/11/2019	04/03/2020	
2020	Marzo	41	D	13225	C-089/20	30/04/2019	02/03/2020	04/03/2020	
2020	Marzo	42	D	12223	C-591/19	27/06/2017	05/12/2019	09/03/2020	
2020	Marzo	43	D	12421	C-600/19	26/10/2017	11/12/2019	10/03/2020	
2020	Marzo	44	D	11902	C-094/20	16/12/2016	03/03/2020	12/03/2020	
2020	Marzo	45	D	13481	C-083/20	02/09/2019	26/02/2020	12/03/2020	
2020	Marzo	46	LAT	459	C-098/20	27/06/2019	03/03/2020	13/03/2020	
2020	Marzo	47	D	13268	C-082/20	28/05/2019	26/02/2020	13/03/2020	
2020	Marzo	47	D	13269	C-082/20	28/05/2019	26/02/2020	13/03/2020	31/05/2019
2020	Marzo	48	D	13340	C-028/20	12/06/2019	29/01/2020	31/03/2020	
2020	Marzo	49	D	13297	C-605/19	10/06/2019	11/12/2019	31/03/2020	
2020	Abril	50	D	13093	C-533/19	04/02/2019	13/11/2019	27/04/2020	
2020	Mayo	51	D	13181	C-542/19	02/04/2019	14/11/2019	04/05/2020	
2020	Mayo	52	D	13472	C-122/20	27/08/2019	15/04/2020	08/05/2020	
2020	Mayo	53	D	13354	C-604/19	21/06/2019	11/12/2019	11/05/2020	
2020	Mayo	54	D	13305	C-035/20	11/06/2019	05/02/2020	12/05/2020	
2020	Mayo	55	D	13281	C-095/20	04/06/2019	03/03/2020	12/05/2020	
2020	Mayo	56	D	13219	C-572/19	29/04/2019	27/11/2019	14/05/2020	
2020	Mayo	57	D	13385	C-120/20	09/07/2019	15/04/2020	20/05/2020	
2020	Mayo	58	D	13496	C-128/20	13/09/2019	22/04/2020	20/05/2020	
2020	Mayo	59	D	13176	C-589/19	27/03/2019	05/12/2019	20/05/2020	05/04/2019
2020	Mayo	60	D	11996	C-497/19	24/02/2017	22/10/2019	20/05/2020	
2020	Mayo	60	D	11	C-497/19	25/01/2000	22/10/2019	20/05/2020	26/01/2000
2020	Mayo	61	D	13112	C-489/19	18/02/2019	22/10/2019	21/05/2020	
2020	Mayo	62	D	12570	C-022/20	01/02/2018	29/01/2020	21/05/2020	
2020	Mayo	63	D	12986	C-327/20	01/11/2018	24/07/2019	22/05/2020	
2020	Mayo	64	D	13115	C-511/19	20/02/2019	29/10/2019	26/05/2020	
2020	Mayo	65	D	13118	C-601/19	20/02/2019	11/12/2019	27/05/2020	
2020	Mayo	66	D	13329	C-123/20	11/06/2019	15/04/2020	28/05/2020	
2020	Mayo	67	D	12138	C-045/20	04/05/2017	12/02/2020	29/05/2020	
2020	Mayo	67	D	12140	C-045/20	05/05/2017	12/02/2020	29/05/2020	17/05/2017
2020	Mayo	68	D	13160	C-039/20	13/03/2019	05/02/2020	29/05/2020	
2020	Junio	69	D	12329	C-038/20	11/09/2017	06/02/2020	01/06/2020	
2020	Junio	70	D	13344	C-092/20	12/06/2019	03/03/2020	02/06/2020	
2020	Junio	71	D	13393	C-121/20	12/07/2019	15/04/2020	02/06/2020	
2020	Junio	72	D	13461	C-127/20	22/08/2019	22/04/2020	02/06/2020	
2020	Junio	72	D	13462	C-127/20	22/08/2019	22/04/2020	02/06/2020	30/08/2019
2020	Junio	73	D	13513	C-139/20	01/10/2019	06/05/2020	02/06/2020	
2020	Junio	74	D	13367	C-049/20	28/06/2019	12/02/2020	02/06/2020	
2020	Junio	75	D	13333	C-037/20	11/06/2019	05/02/2020	03/06/2020	
2020	Junio	76	D	13211	C-034/20	23/04/2019	05/02/2020	04/06/2020	
2020	Junio	77	D	13131	C-592/19	25/02/2019	05/12/2019	08/06/2020	
2020	Junio	78	D	13423	C-096/20	29/07/2019	03/03/2020	09/06/2020	
2020	Junio	79	RE	232	C-145/20	18/03/2020	20/05/2020	10/06/2020	
2020	Junio	80	D	13264	C-023/20	24/05/2019	29/01/2020	16/06/2020	
2020	Junio	81	D	13077	C-430/19	22/01/2019	17/09/2019	16/06/2020	
2020	Junio	82	RE	244	C-160/20	24/03/2020	03/06/2020	24/06/2020	
2020	Julio	83	RE	234	C-159/20	24/03/2020	03/06/2020	01/07/2020	
2020	Julio	84	D	12637	C-119/20	23/03/2018	15/04/2020	01/07/2020	
2020	Julio	85	RE	233	C-152/20	24/03/2020	27/05/2020	08/07/2020	
2020	Julio	86	RE	248	C-155/20	26/03/2020	28/05/2020	09/07/2020	
2020	Julio	87	RE	255	C-163/20	01/04/2020	04/06/2020	09/07/2020	
2020	Julio	88	RE	269	C-175/20	13/04/2020	11/06/2020	09/07/2020	
2020	Julio	89	D	13280	C-183/20	04/06/2019	17/06/2020	14/07/2020	
2020	Julio	90	RE	275	C-172/20	14/04/2020	10/06/2020	14/07/2020	
2020	Julio	91	RE	247	C-153/20	26/03/2020	28/05/2020	15/07/2020	
2020	Julio	92	RE	243	C-161/20	24/03/2020	04/06/2020	22/07/2020	
2020	Julio	93	RE	291	C-182/20	16/04/2020	17/06/2020	22/07/2020	
2020	Julio	94	RE	276	C-173/20	14/04/2020	10/06/2020	23/07/2020	
2020	Julio	95	RE	238	C-194/20	24/03/2020	24/06/2020	24/07/2020	
2020	Julio	96	RE	250	C-218/20	30/03/2020	02/07/2020	24/07/2020	
2020	Julio	97	RE	264	C-212/20	13/04/2020	01/07/2020	24/07/2020	
2020	Julio	98	D	13283	C-109/20	04/06/2019	11/03/2020	28/07/2020	
2020	Julio	99	RE	272	C-205/20	14/04/2020	25/06/2020	28/07/2020	
2020	Julio	100	RE	287	C-204/20	16/04/2020	25/06/2020	28/07/2020	
2020	Julio	101	RE	263	C-170/20	13/04/2020	10/06/2020	29/07/2020	
2020	Julio	102	RE	268	C-199/20	13/04/2020	24/06/2020	31/07/2020	
2020	Agosto	103	RE	237	C-154/20	24/03/2020	28/05/2020	03/08/2020	
2020	Agosto	104	D	13215	C-084/20	24/04/2019	27/02/2020	04/08/2020	
2020	Agosto	105	RE	235	C-157/20	24/03/2020	03/06/2020	04/08/2020	
2020	Agosto	106	RE	254	C-200/20	30/03/2020	25/06/2020	04/08/2020	
2020	Agosto	107	RE	273	C-197/20	14/04/2020	24/06/2020	04/08/2020	
2020	Agosto	108	RE	256	C-211/20	01/04/2020	01/07/2020	04/08/2020	
2020	Agosto	109	RE	292	C-193/20	16/04/2020	24/06/2020	04/08/2020	
2020	Agosto	110	RE	246	C-158/20	25/03/2020	03/06/2020	04/08/2020	
2020	Agosto	111	RE	253	C-242/20	30/03/2020	09/07/2020	04/08/2020	
2020	Agosto	112	RE	267	C-164/20	13/04/2020	04/06/2020	05/08/2020	
2020	Agosto	113	RE	294	C-239/20	16/04/2020	08/07/2020	05/08/2020	
