Año	Mes	Nro. Edicto	Proceso	Expediente	Sentencia	Fecha Radicación	Fecha Decisión	Fijación Edicto	Acumulada
2016	Octubre	139	D	10906	C-203/16	16/07/2015	27/04/2016	13/10/2016	
2016	Octubre	140	D	11294	C-520/16	14/03/2016	21/09/2016	19/10/2016	
2016	Octubre	141	D	11274	C-534/16	03/03/2016	05/10/2016	19/10/2016	
2016	Octubre	142	D	11315	C-554/16	18/03/2016	12/10/2016	20/10/2016	
2016	Octubre	142	D	11326	C-554/16	18/03/2016	12/10/2016	20/10/2016	08/04/2016
2016	Octubre	142	D	11343	C-554/16	29/03/2016	12/10/2016	20/10/2016	08/04/2016
2016	Octubre	142	D	11344	C-554/16	29/03/2016	12/10/2016	20/10/2016	08/04/2016
2016	Octubre	142	D	11353	C-554/16	31/03/2016	12/10/2016	20/10/2016	08/04/2016
2016	Octubre	143	D	11245	C-497/16	10/02/2016	14/09/2016	24/10/2016	
2016	Octubre	144	D	11035	C-388/16	17/09/2015	27/07/2016	25/10/2016	
2016	Octubre	145	D	11227	C-516/16	29/01/2016	21/09/2016	31/10/2016	
2016	Octubre	146	D	11291	C-553/16	10/03/2016	12/10/2016	31/10/2016	
2016	Noviembre	147	D	11139	C-494/16	12/11/2015	14/09/2016	01/11/2016	
2016	Noviembre	148	D	11345	C-567/16	29/03/2016	19/10/2016	02/11/2016	
2016	Noviembre	149	D	11185	C-519/16	11/12/2015	21/09/2016	02/11/2016	
2016	Noviembre	150	D	11192	C-470/16	16/12/2015	31/08/2016	02/11/2016	
2016	Noviembre	151	D	11261	C-536/16	24/02/2016	05/10/2016	02/11/2016	
2016	Noviembre	152	D	11389	C-571/16	20/04/2016	19/10/2016	03/11/2016	
2016	Noviembre	153	D	11257	C-535/16	19/02/2016	05/10/2016	03/11/2016	
2016	Noviembre	154	D	11289	C-541/16	09/03/2016	05/10/2016	03/11/2016	
2016	Noviembre	155	D	11380	C-585/16	15/04/2016	26/10/2016	03/11/2016	
2016	Noviembre	156	D	11175	C-453/16	03/12/2015	24/08/2016	04/11/2016	
2016	Noviembre	157	D	11322	C-584/16	18/03/2016	26/10/2016	11/11/2016	
2016	Noviembre	158	D	11269	C-583/16	29/02/2016	26/10/2016	11/11/2016	
2016	Noviembre	159	D	11354	C-552/16	01/04/2016	12/10/2016	11/11/2016	
2016	Noviembre	160	D	11396	C-604/16	25/04/2016	02/11/2016	11/11/2016	
2016	Noviembre	160	D	11403	C-604/16	27/04/2016	02/11/2016	11/11/2016	06/05/2016
2016	Noviembre	161	D	11271	C-537/16	01/03/2016	05/10/2016	15/11/2016	
2016	Noviembre	162	D	11258	C-496/16	22/02/2016	14/09/2016	16/11/2016	
2016	Noviembre	163	D	11304	C-551/16	16/03/2016	12/10/2016	17/11/2016	
2016	Noviembre	164	D	11306	C-568/16	16/03/2016	19/10/2016	17/11/2016	
2016	Noviembre	165	D	11214	C-469/16	15/01/2016	31/08/2016	18/11/2016	
2016	Noviembre	166	D	11374	C-620/16	12/04/2016	10/11/2016	21/11/2016	
2016	Noviembre	167	D	11100	C-421/16	26/10/2015	10/08/2016	24/11/2016	
2016	Noviembre	168	D	11220	C-555/16	25/01/2016	12/10/2016	24/11/2016	
2016	Noviembre	169	D	11407	C-634/16	02/05/2016	16/11/2016	25/11/2016	
2016	Noviembre	170	D	11339	C-586/16	28/03/2016	26/10/2016	30/11/2016	
2016	Noviembre	171	D	11392	C-603/16	21/04/2016	02/11/2016	30/11/2016	
2016	Noviembre	172	D	11369	C-645/16	08/04/2016	23/11/2016	30/11/2016	
2016	Diciembre	173	D	11370	C-635/16	08/04/2016	16/11/2016	02/12/2016	
2016	Diciembre	174	D	11314	C-569/16	18/03/2016	19/10/2016	14/12/2016	
2016	Diciembre	175	D	11487	C-666/16	01/06/2016	30/11/2016	16/12/2016	
2016	Diciembre	176	D	11050	C-286/16	28/09/2015	01/06/2016	19/12/2016	
2016	Diciembre	177	D	11601	C-699/16	01/08/2016	13/12/2016	19/12/2016	
2016	Diciembre	178	D	11057	C-393/16	30/09/2015	28/07/2016	19/12/2016	
2017	Enero	1	D	11213	C-439/16	14/01/2016	17/08/2016	11/01/2017	
2017	Enero	2	D	11400	C-658/16	25/04/2016	28/11/2016	11/01/2017	
2017	Enero	3	D	11473	C-665/16	27/05/2016	30/11/2016	11/01/2017	
2017	Enero	4	D	11458	C-668/16	18/05/2016	30/11/2016	13/01/2017	
2017	Enero	5	D	11355	C-636/16	01/04/2016	17/11/2016	20/01/2017	
2017	Enero	6	D	11519	C-007/17	22/06/2016	18/01/2017	23/01/2017	
2017	Enero	7	D	11477	C-008/17	27/05/2016	18/01/2017	23/01/2017	
2017	Enero	8	D	11474	C-005/17	27/05/2016	18/01/2017	26/01/2017	
2017	Enero	9	D	11191	C-401/16	16/12/2015	03/08/2016	26/01/2017	
2017	Enero	10	D	11320	C-570/16	18/03/2016	19/10/2016	27/01/2017	
2017	Enero	10	D	11327	C-570/16	18/03/2016	19/10/2016	27/01/2017	08/04/2016
2017	Enero	11	D	11323	C-646/16	18/03/2016	23/11/2016	27/01/2017	
2017	Febrero	12	D	11481	C-006/17	31/05/2016	18/01/2017	02/02/2017	
2017	Febrero	13	D	11412	C-667/16	03/05/2016	30/11/2016	06/02/2017	
2017	Febrero	14	D	11522	C-045/17	23/06/2016	01/02/2017	06/02/2017	
2017	Febrero	15	D	11479	C-664/16	31/05/2016	30/11/2016	06/02/2017	
2017	Febrero	16	D	11266	C-518/16	26/02/2016	21/09/2016	07/02/2017	
2017	Febrero	17	D	10947	C-373/16	12/08/2015	13/07/2016	08/02/2017	
2017	Febrero	18	D	11460	C-004/17	19/05/2016	18/01/2017	10/02/2017	
2017	Febrero	19	D	11332	C-602/16	28/03/2016	02/11/2016	10/02/2017	
2017	Febrero	20	D	11498	C-043/17	10/06/2016	01/02/2017	13/02/2017	
2017	Febrero	21	D	11399	C-003/17	25/04/2016	18/01/2017	14/02/2017	
2017	Febrero	22	D	11480	C-042/17	31/05/2016	01/02/2017	14/02/2017	
2017	Febrero	23	D	11433	C-044/17	11/05/2016	01/02/2017	17/02/2017	
2017	Febrero	24	D	11105	C-078/17	27/10/2015	09/02/2017	17/02/2017	
2017	Febrero	25	D	11272	C-092/17	02/03/2016	15/02/2017	22/02/2017	
2017	Febrero	26	D	11535	C-096/17	30/06/2016	15/02/2017	24/02/2017	
2017	Febrero	27	D	11576	C-113/17	21/07/2016	22/02/2017	27/02/2017	
2017	Marzo	28	D	11593	C-095/17	26/07/2016	15/02/2017	07/03/2017	
2017	Marzo	29	D	11539	C-094/17	01/07/2016	15/02/2017	08/03/2017	
2017	Marzo	30	D	11430	C-032/17	11/05/2016	25/01/2017	08/03/2017	
2017	Marzo	31	D	11309	C-031/17	17/03/2016	25/01/2017	08/03/2017	
2017	Marzo	32	LAT	441	C-047/17	23/05/2016	01/02/2017	08/03/2017	
2017	Marzo	33	D	11527	C-110/17	24/06/2016	22/02/2017	09/03/2017	
2017	Marzo	34	D	11506	C-091/17	14/06/2016	15/02/2017	09/03/2017	
2017	Marzo	35	D	11569	C-147/17	18/07/2016	08/03/2017	10/03/2017	
2017	Marzo	36	D	11600	C-146/17	29/07/2016	08/03/2017	15/03/2017	
2017	Marzo	37	D	11275	C-077/17	04/03/2016	08/02/2017	22/03/2017	
2017	Marzo	37	D	11276	C-077/17	04/03/2016	08/02/2017	22/03/2017	18/03/2016
2017	Marzo	38	D	11533	C-112/17	30/06/2016	22/02/2017	23/03/2017	
2017	Marzo	39	D	11561	C-167/17	14/07/2016	15/03/2017	23/03/2017	
2017	Marzo	40	D	11564	C-136/17	15/07/2016	01/03/2017	30/03/2017	
2017	Marzo	41	D	11431	C-647/17	11/05/2016	23/11/2016	31/03/2017	
2017	Abril	42	D	11690	C-191/17	14/09/2016	29/03/2017	03/04/2017	
2017	Abril	43	D	11695	C-192/17	15/09/2016	29/03/2017	04/04/2017	
2017	Abril	44	D	11364	C-659/16	05/04/2016	28/11/2016	04/04/2017	
2017	Abril	45	RDL	2	C-174/17	27/01/2017	22/03/2017	06/04/2017	
2017	Abril	46	D	11147	C-492/16	18/11/2015	14/09/2016	06/04/2017	
2017	Abril	47	D	11587	C-172/17	25/07/2016	22/03/2017	06/04/2017	
2017	Abril	48	D	11232	C-644/16	02/02/2016	23/11/2016	07/04/2017	
2017	Abril	49	D	11799	C-215/17	19/10/2016	05/04/2017	17/04/2017	
2017	Abril	50	D	11524	C-046/17	23/06/2016	01/02/2017	19/04/2017	
2017	Abril	51	D	11485	C-111/17	01/06/2016	22/02/2017	20/04/2017	
2017	Abril	52	LAT	442	C-214/17	12/07/2016	05/04/2017	20/04/2017	
2017	Abril	53	RDL	1	C-160/17	11/01/2017	09/03/2017	20/04/2017	
2017	Abril	54	D	11662	C-219/17	05/09/2016	19/04/2017	21/04/2017	
2017	Abril	55	D	11476	C-048/17	27/05/2016	02/02/2017	24/04/2017	
2017	Abril	56	OG	148	C-633/16	28/10/2015	16/11/2016	24/04/2017	
2017	Abril	57	D	11509	C-093/17	16/06/2016	15/02/2017	27/04/2017	
2017	Mayo	58	D	11528	C-108/17	27/06/2016	22/02/2017	05/05/2017	
2017	Mayo	59	D	11627	C-247/17	11/08/2016	26/04/2017	08/05/2017	
2017	Mayo	60	D	11685	C-221/17	13/09/2016	19/04/2017	08/05/2017	
2017	Mayo	61	D	11660	C-190/17	01/09/2016	29/03/2017	09/05/2017	
2017	Mayo	62	D	11197	C-402/16	18/12/2015	03/08/2016	10/05/2017	
2017	Mayo	63	D	11443	C-041/17	13/05/2016	01/02/2017	10/05/2017	
2017	Mayo	63	D	11467	C-041/17	24/05/2016	01/02/2017	10/05/2017	27/05/2016
2017	Mayo	64	D	11641	C-213/17	23/08/2016	05/04/2017	12/05/2017	
2017	Mayo	65	D	11669	C-286/17	07/09/2016	03/05/2017	15/05/2017	
2017	Mayo	66	D	11589	C-115/17	25/07/2016	22/02/2017	15/05/2017	
2017	Mayo	67	D	11581	C-114/17	22/07/2016	22/02/2017	15/05/2017	
2017	Mayo	68	D	11620	C-246/17	09/08/2016	26/04/2017	16/05/2017	
2017	Mayo	69	D	11697	C-248/17	16/09/2016	26/04/2017	17/05/2017	
2017	Mayo	70	D	11656	C-109/17	31/08/2016	23/02/2017	17/05/2017	
2017	Mayo	71	D	11523	C-107/17	23/06/2016	22/02/2017	18/05/2017	
2017	Mayo	72	D	11648	C-225/17	29/08/2016	20/04/2017	19/05/2017	
2017	Mayo	73	RDL	4	C-253/17	15/02/2017	27/04/2017	22/05/2017	
2017	Mayo	74	D	11626	C-220/17	10/08/2016	19/04/2017	25/05/2017	
2017	Mayo	75	D	11673	C-346/17	08/09/2016	24/05/2017	26/05/2017	
2017	Mayo	76	D	11614	C-189/17	08/08/2016	29/03/2017	30/05/2017	
2017	Mayo	77	D	11787	C-348/17	19/10/2016	24/05/2017	30/05/2017	
2017	Junio	78	D	11742	C-349/17	30/09/2016	25/05/2017	01/06/2017	
2017	Junio	79	D	11630	C-212/17	12/08/2016	05/04/2017	05/06/2017	
2017	Junio	80	D	11653	C-332/17	30/08/2016	17/05/2017	06/06/2017	
2017	Junio	81	D	11665	C-351/17	07/09/2016	25/05/2017	07/06/2017	
2017	Junio	82	D	11788	C-312/17	19/10/2016	11/05/2017	15/06/2017	
2017	Junio	83	D	11664	C-309/17	07/09/2016	10/05/2017	15/06/2017	
2017	Junio	83	D	11675	C-309/17	08/09/2016	10/05/2017	15/06/2017	23/09/2016
2017	Junio	83	D	11687	C-309/17	13/09/2016	10/05/2017	15/06/2017	23/09/2016
2017	Junio	84	D	11726	C-387/17	26/09/2016	14/06/2017	16/06/2017	
2017	Junio	85	D	11789	C-388/17	19/10/2016	14/06/2017	16/06/2017	
2017	Junio	86	D	11762	C-333/17	11/10/2016	17/05/2017	22/06/2017	
2017	Junio	87	RDL	7	C-331/17	24/02/2017	17/05/2017	22/06/2017	
2017	Junio	88	D	11681	C-284/17	12/09/2016	03/05/2017	22/06/2017	
2017	Junio	89	D	11831	C-385/17	27/10/2016	14/06/2017	23/06/2017	
2017	Junio	90	OG	150	C-358/17	04/02/2016	30/05/2017	23/06/2017	
2017	Junio	91	D	11676	C-283/17	09/09/2016	03/05/2017	29/06/2017	
2017	Julio	92	D	11758	C-345/17	10/10/2016	24/05/2017	04/07/2017	
2017	Julio	93	D	11686	C-352/17	13/09/2016	25/05/2017	04/07/2017	
2017	Julio	94	D	11703	C-353/17	20/09/2016	25/05/2017	04/07/2017	
2017	Julio	95	D	11638	C-211/17	22/08/2016	05/04/2017	04/07/2017	
2017	Julio	96	D	11329	C-171/17	28/03/2016	22/03/2017	04/07/2017	
2017	Julio	97	D	11652	C-287/17	29/08/2016	03/05/2017	07/07/2017	
2017	Julio	98	D	11709	C-344/17	21/09/2016	24/05/2017	07/07/2017	
2017	Julio	99	D	11671	C-343/17	08/09/2016	24/05/2017	07/07/2017	
2017	Julio	100	D	11883	C-390/17	28/11/2016	14/06/2017	12/07/2017	
2017	Julio	101	D	11833	C-389/17	28/10/2016	14/06/2017	13/07/2017	
2017	Julio	102	D	11744	C-391/17	03/10/2016	15/06/2017	13/07/2017	
2017	Julio	103	RE	224	C-409/17	24/04/2017	28/06/2017	14/07/2017	
2017	Julio	104	RPZ	2	C-408/17	07/03/2017	28/06/2017	14/07/2017	
2017	Julio	105	RE	229	C-434/17	08/05/2017	12/07/2017	17/07/2017	
2017	Julio	106	D	11713	C-384/17	22/09/2016	14/06/2017	17/07/2017	
2017	Julio	107	D	11667	C-282/17	07/09/2016	03/05/2017	21/07/2017	
2017	Julio	108	D	11705	C-285/17	20/09/2016	03/05/2017	21/07/2017	
2017	Julio	109	D	11582	C-176/17	22/07/2016	23/03/2017	21/07/2017	
2017	Julio	109	D	11586	C-176/17	22/07/2016	23/03/2017	21/07/2017	01/08/2016
2017	Julio	110	RE	226	C-467/17	08/05/2017	19/07/2017	24/07/2017	
2017	Julio	111	D	11717	C-334/17	23/09/2016	17/05/2017	24/07/2017	
2017	Julio	111	D	11760	C-334/17	11/10/2016	17/05/2017	24/07/2017	14/10/2016
2017	Julio	112	D	11472	C-249/17	25/05/2016	26/04/2017	24/07/2017	
2017	Julio	113	RE	228	C-466/17	08/05/2017	19/07/2017	27/07/2017	
2017	Julio	114	OG	151	C-432/17	27/04/2017	12/07/2017	28/07/2017	
2017	Agosto	115	RDL	11	C-438/17	27/04/2017	13/07/2017	02/08/2017	
2017	Agosto	116	D	11512	C-290/17	17/06/2016	05/05/2017	16/08/2017	
2017	Agosto	117	RE	227	C-517/17	08/05/2017	10/08/2017	28/08/2017	
2017	Agosto	118	RDL	3	C-224/17	09/02/2017	20/04/2017	31/08/2017	
2017	Septiembre	119	D	11779	C-383/17	14/10/2016	14/06/2017	04/09/2017	
2017	Septiembre	120	D	11751	C-288/17	05/10/2016	03/05/2017	05/09/2017	
2017	Septiembre	121	RE	230	C-465/17	08/05/2017	19/07/2017	06/09/2017	
2017	Septiembre	122	RDL	15	C-469/17	18/05/2017	19/07/2017	11/09/2017	
2017	Septiembre	123	RE	223	C-386/17	07/04/2017	14/06/2017	12/09/2017	
2017	Septiembre	124	RDL	24	C-535/17	30/05/2017	17/08/2017	19/09/2017	
2017	Septiembre	125	D	11731	C-571/17	28/09/2016	13/09/2017	21/09/2017	
2017	Septiembre	126	RDL	21	C-470/17	30/05/2017	19/07/2017	25/09/2017	
2017	Septiembre	127	RDL	30	C-554/17	30/05/2017	30/08/2017	26/09/2017	
2017	Octubre	128	D	11604	C-223/17	02/08/2016	20/04/2017	05/10/2017	
2017	Octubre	128	D	11611	C-223/17	05/08/2016	20/04/2017	05/10/2017	12/08/2016
2017	Octubre	129	RDL	23	C-541/17	30/05/2017	24/08/2017	06/10/2017	
2017	Octubre	130	RDL	20	C-608/17	30/05/2017	03/10/2017	12/10/2017	
2017	Octubre	131	D	11781	C-609/17	18/10/2016	03/10/2017	12/10/2017	
2017	Octubre	132	RDL	17	C-607/17	30/05/2017	03/10/2017	12/10/2017	
2017	Octubre	133	RDL	29	C-493/17	30/05/2017	03/08/2017	13/10/2017	
2017	Octubre	134	RDL	25	C-570/17	30/05/2017	13/09/2017	26/10/2017	
2017	Octubre	135	RDL	27	C-527/17	30/05/2017	14/08/2017	26/10/2017	
2017	Octubre	136	RDL	19	C-565/17	30/05/2017	08/09/2017	27/10/2017	
2017	Noviembre	137	D	11545	C-166/17	05/07/2016	15/03/2017	01/11/2017	
2017	Noviembre	138	D	11852	C-645/17	08/11/2016	18/10/2017	03/11/2017	
2017	Noviembre	139	D	11785	C-394/17	18/10/2016	21/06/2017	03/11/2017	
2017	Noviembre	140	RDL	32	C-569/17	30/05/2017	13/09/2017	08/11/2017	
2017	Noviembre	141	RDL	16	C-644/17	26/05/2017	18/10/2017	14/11/2017	
2017	Noviembre	142	D	11745	C-359/17	03/10/2016	30/05/2017	16/11/2017	
2017	Noviembre	143	D	11950	C-676/17	03/02/2017	15/11/2017	24/11/2017	
2017	Noviembre	144	RE	225	C-437/17	27/04/2017	13/07/2017	27/11/2017	
2017	Noviembre	145	D	11937	C-688/17	27/01/2017	22/11/2017	29/11/2017	
2017	Noviembre	146	D	11987	C-689/17	20/02/2017	22/11/2017	29/11/2017	
2017	Diciembre	147	PE	46	C-484/17	06/07/2016	26/07/2017	11/12/2017	
2017	Diciembre	148	D	11571	C-135/17	19/07/2016	01/03/2017	14/12/2017	
2017	Diciembre	149	D	11672	C-342/17	08/09/2016	24/05/2017	14/12/2017	
2017	Diciembre	150	RDL	33	C-518/17	30/05/2017	10/08/2017	15/12/2017	
2017	Diciembre	151	RDL	10	C-433/17	26/04/2017	12/07/2017	15/12/2017	
2018	Enero	1	RDL	28	C-555/17	30/05/2017	30/08/2017	23/01/2018	
2018	Enero	2	D	11777	C-542/17	13/10/2016	24/08/2017	26/01/2018	
2018	Enero	3	D	11536	C-134/17	30/06/2016	01/03/2017	30/01/2018	
2018	Enero	4	D	11732	C-347/17	28/09/2016	24/05/2017	31/01/2018	
2018	Enero	5	D	11553	C-173/17	07/07/2016	22/03/2017	31/01/2018	
2018	Febrero	6	D	11612	C-175/17	08/08/2016	22/03/2017	02/02/2018	
2018	Febrero	7	D	11908	C-002/18	11/01/2017	31/01/2018	09/02/2018	
2018	Febrero	8	D	11715	C-687/17	22/09/2016	22/11/2017	09/02/2018	
2018	Febrero	9	D	11719	C-341/17	26/09/2016	24/05/2017	15/02/2018	
2018	Febrero	10	D	11588	C-435/17	25/07/2016	12/07/2017	20/02/2018	
2018	Febrero	11	D	11678	C-308/17	09/09/2016	10/05/2017	23/02/2018	
2018	Febrero	12	D	11706	C-350/17	20/09/2016	25/05/2017	27/02/2018	
2018	Marzo	13	RDL	18	C-516/17	30/05/2017	10/08/2017	08/03/2018	
2018	Marzo	14	D	11263	C-517/16	25/02/2016	21/09/2016	22/03/2018	
2018	Abril	15	D	11876	C-014/18	22/11/2016	14/03/2018	02/04/2018	
2018	Abril	16	D	11945	C-016/18	30/01/2017	14/03/2018	02/04/2018	
2018	Abril	17	D	11769	C-010/18	12/10/2016	07/03/2018	11/04/2018	
2018	Abril	18	D	11870	C-001/18	18/11/2016	24/01/2018	11/04/2018	
2018	Abril	19	OG	149	C-704/17	18/12/2015	29/11/2018	12/04/2018	
2018	Abril	20	D	11747	C-009/18	03/10/2016	07/03/2018	19/04/2018	
2018	Abril	20	D	11755	C-009/18	07/10/2016	07/03/2018	19/04/2018	14/10/2016
2018	Abril	21	RPZ	8	C-020/18	08/09/2017	04/04/2018	20/04/2018	
2018	Abril	22	RPZ	1	C-007/18	11/01/2017	01/03/2018	23/04/2018	
2018	Abril	23	RDL	9	C-017/18	06/04/2017	21/03/2018	30/04/2018	
2018	Mayo	24	D	11917	C-015/18	18/01/2017	14/03/2018	08/05/2018	
2018	Mayo	25	RDL	26	C-730/17	30/05/2017	12/12/2017	08/05/2018	
2018	Mayo	26	D	12027	C-006/18	22/03/2017	14/02/2018	10/05/2018	
2018	Mayo	27	RPZ	7	C-026/18	30/08/2017	11/04/2018	11/05/2018	
2018	Mayo	28	D	11906	C-031/18	19/12/2016	02/05/2018	11/05/2018	
2018	Mayo	29	D	11926	C-039/18	23/01/2017	09/05/2018	24/05/2018	
2018	Mayo	30	LAT	447	C-048/18	19/07/2017	23/05/2018	25/05/2018	
2018	Mayo	31	D	11866	C-008/18	17/11/2016	07/03/2018	29/05/2018	
2018	Mayo	32	RDL	6	C-025/18	20/02/2017	11/04/2018	31/05/2018	
2018	Junio	33	RDL	12	C-038/18	03/05/2017	09/05/2018	01/06/2018	
2018	Junio	34	D	11862	C-042/18	15/11/2016	16/05/2018	14/06/2018	
2018	Junio	35	D	11782	C-046/18	18/10/2016	23/05/2018	14/06/2018	
2018	Junio	35	D	11797	C-046/18	19/10/2016	23/05/2018	14/06/2018	31/10/2016
2018	Junio	36	D	11915	C-044/18	17/01/2017	16/05/2018	14/06/2018	
2018	Junio	37	D	11877	C-032/18	25/11/2016	02/05/2018	14/06/2018	
2018	Junio	38	OG	154	C-051/18	10/10/2017	30/05/2018	15/06/2018	
2018	Junio	39	D	11943	C-054/18	30/01/2017	30/05/2018	18/06/2018	
2018	Junio	40	D	11818	C-049/18	21/10/2016	23/05/2018	19/06/2018	
2018	Junio	41	D	11913	C-043/18	16/01/2017	16/05/2018	20/06/2018	
2018	Junio	42	D	11860	C-037/18	15/11/2016	09/05/2018	20/06/2018	
2018	Junio	43	D	11918	C-053/18	19/01/2017	30/05/2018	20/06/2018	
2018	Junio	44	RPZ	4	C-018/18	03/05/2017	04/04/2018	25/06/2018	
2018	Junio	45	D	11494	C-028/18	08/06/2016	02/05/2018	26/06/2018	
2018	Junio	46	D	11882	C-063/18	28/11/2016	13/06/2018	28/06/2018	
2018	Junio	47	D	12105	C-064/18	20/04/2017	13/06/2018	28/06/2018	
2018	Junio	48	D	11963	C-047/18	10/02/2017	23/05/2018	28/06/2018	
2018	Junio	49	RPZ	6	C-027/18	23/05/2017	18/04/2018	29/06/2018	
2018	Junio	50	D	11889	C-052/18	02/12/2016	30/05/2018	29/06/2018	
2018	Junio	51	D	11985	C-060/18	20/02/2017	07/06/2018	29/06/2018	
2018	Julio	52	D	11984	C-059/18	20/02/2017	07/06/2018	03/07/2018	
2018	Julio	53	RDL	14	C-019/18	17/05/2017	04/04/2018	13/07/2018	
2018	Julio	54	RPZ	3	C-674/17	05/04/2017	14/11/2017	16/07/2018	
2018	Julio	55	OG	155	C-066/18	25/01/2018	20/06/2018	17/07/2018	
2018	Julio	56	D	11956	C-045/18	06/02/2017	16/05/2018	24/07/2018	
2018	Agosto	57	OG	157	C-074/18	01/02/2018	18/07/2018	15/08/2018	
2018	Agosto	58	RDL	34	C-073/18	30/05/2017	12/07/2018	31/08/2018	
2018	Septiembre	59	D	11842	C-081/18	01/11/2016	22/08/2018	06/09/2018	
2018	Septiembre	60	D	11946	C-082/18	31/01/2017	22/08/2018	06/09/2018	
2018	Septiembre	61	RDL	8	C-067/18	06/04/2017	20/06/2018	07/09/2018	
2018	Septiembre	62	D	11793	C-058/18	19/10/2016	06/06/2018	21/09/2018	
2018	Septiembre	63	RPZ	5	C-630/17	12/05/2017	11/10/2017	24/09/2018	
2018	Septiembre	64	D	12121	C-085/18	25/04/2017	05/09/2018	28/09/2018	
2018	Septiembre	65	RDL	35	C-071/18	30/05/2017	04/07/2018	28/09/2018	
2018	Octubre	66	D	11958	C-088/18	06/02/2017	19/09/2018	01/10/2018	
2018	Octubre	67	D	12127	C-087/18	26/04/2017	19/09/2018	01/10/2018	
2018	Octubre	68	OG	153	C-078/18	14/07/2017	08/08/2018	02/10/2018	
2018	Octubre	69	D	12235	C-089/18	07/07/2017	26/09/2018	19/10/2018	
2018	Octubre	70	D	12122	C-097/18	25/04/2017	17/10/2018	22/10/2018	
2018	Octubre	71	D	11871	C-091/18	18/11/2016	26/09/2018	22/10/2018	
2018	Octubre	72	D	11643	C-335/17	25/08/2016	18/05/2017	22/10/2018	
2018	Octubre	73	D	11895	C-103/18	13/12/2016	24/10/2018	30/10/2018	
2018	Noviembre	74	OG	149	C-099/18	18/12/2015	24/10/2018	02/11/2018	
2018	Noviembre	75	D	12209	C-100/18	16/06/2017	24/10/2018	08/11/2018	
2018	Noviembre	76	D	11938	C-084/18	30/01/2017	29/08/2018	14/11/2018	
2018	Noviembre	76	D	11940	C-084/18	30/01/2017	29/08/2018	14/11/2018	03/02/2017
2018	Noviembre	77	D	12093	C-104/18	19/04/2017	24/10/2018	20/11/2018	
2018	Noviembre	78	RDL	13	C-070/18	04/05/2017	04/07/2018	20/11/2018	
2018	Noviembre	79	D	11729	C-092/18	27/09/2016	03/10/2018	20/11/2018	
2018	Noviembre	80	RPZ	11	C-094/18	11/01/2018	10/10/2018	20/11/2018	
2018	Noviembre	81	D	12519	C-112/18	04/12/2017	07/11/2018	23/11/2018	
2018	Noviembre	82	D	11869	C-022/18	18/11/2016	05/04/2018	26/11/2018	
2018	Noviembre	83	D	12036	C-101/18	03/04/2017	24/10/2018	26/11/2018	
2018	Noviembre	84	D	12428	C-122/18	31/10/2017	14/11/2018	28/11/2018	
2018	Noviembre	85	D	12278	C-105/18	04/08/2017	31/10/2018	30/11/2018	
2018	Noviembre	86	D	12249	C-125/18	12/07/2017	21/11/2018	30/11/2018	
2018	Noviembre	87	D	12046	C-118/18	05/04/2017	14/11/2018	30/11/2018	
2018	Noviembre	88	D	12052	C-120/18	07/04/2017	14/11/2018	30/11/2018	
2018	Noviembre	89	D	12128	C-117/18	27/04/2017	14/11/2018	30/11/2018	
2018	Diciembre	90	RDL	22	C-492/17	30/05/2017	03/08/2017	03/12/2018	
2018	Diciembre	91	D	12050	C-111/18	06/04/2017	07/11/2018	05/12/2018	
2018	Diciembre	92	D	12019	C-129/18	15/03/2017	28/11/2018	06/12/2018	
2018	Diciembre	93	D	12134	C-131/18	02/05/2017	28/11/2018	06/12/2018	
2018	Diciembre	94	RE	231	C-468/17	08/05/2017	19/07/2017	07/12/2018	
2018	Diciembre	95	OG	159	C-093/18	30/05/2018	10/10/2018	10/12/2018	
2018	Diciembre	96	D	11921	C-138/18	20/01/2017	28/11/2018	10/12/2018	
2018	Diciembre	97	D	12382	C-140/18	04/10/2017	05/12/2018	10/12/2018	
2018	Diciembre	98	D	12250	C-145/18	14/07/2017	05/12/2018	10/12/2018	
2018	Diciembre	99	D	12236	C-142/18	07/07/2017	05/12/2018	10/12/2018	
2018	Diciembre	100	LAT	444	C-144/18	17/07/2017	05/12/2018	13/12/2018	
2018	Diciembre	101	D	12608	C-107/18	22/02/2018	31/10/2018	14/12/2018	
2018	Diciembre	101	D	12625	C-107/18	08/03/2018	31/10/2018	14/12/2018	23/03/2018
2018	Diciembre	102	D	12348	C-143/18	27/09/2017	05/12/2018	14/12/2018	
2018	Diciembre	103	D	12172	C-130/18	23/05/2017	28/11/2018	14/12/2018	
2018	Diciembre	104	D	12644	C-128/18	04/04/2018	28/11/2018	14/12/2018	
2018	Diciembre	105	D	11858	C-137/18	11/11/2016	28/11/2018	18/12/2018	
2018	Diciembre	106	D	12065	C-141/18	17/04/2017	05/12/2018	18/12/2018	
2018	Diciembre	107	D	12147	C-134/18	11/05/2017	28/11/2018	18/12/2018	
2018	Diciembre	108	D	12207	C-133/18	15/06/2017	28/11/2018	18/12/2018	
2018	Diciembre	109	D	12481	C-148/18	17/11/2017	12/12/2018	19/12/2018	
2018	Diciembre	110	RPZ	10	C-080/18	15/12/2017	15/08/2018	19/12/2018	
2019	Enero	1	D	11532	C-029/18	30/06/2016	02/05/2018	16/01/2019	
2019	Enero	2	RPZ	9	C-076/18	30/11/2017	25/07/2018	16/01/2019	
